PUNTO;ESTADO;REGION;BOTELLONES;VENTA;FECHA
GAIRA;Inactivo;MAGDALENA;1;4500;2023-02-13 11:31:10.813
PORVENIR;Activo;ATLANTICO;34,75;156375;2023-02-13 11:35:35.927
DON ROBERTO;Activo;ATLANTICO;45,25;203625;2023-02-13 11:54:06.623
GRANJA 2;Activo;BOLIVAR;33;165000;2023-02-13 12:45:54.363
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;17;76500;2023-02-13 12:48:03.753
GRANJA;Activo;BOLIVAR;89,5;402750;2023-02-13 12:48:26.870
PUERTO COLOMBIA;Activo;ATLANTICO;15;67500;2023-02-13 13:01:01.623
ALTOS PLAN PAREJO;Activo;BOLIVAR;50;225000;2023-02-13 13:04:34.287
ARJONA;Activo;BOLIVAR;31,75;142875;2023-02-13 15:52:01.430
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;18,75;84375;2023-02-13 16:08:21.417
ZONA FRANCA CARTAGENA 2;Activo;BOLIVAR;116;522000;2023-02-13 17:00:31.097
ZONA FRANCA BARRANQUILLA 2;Activo;ATLANTICO;77;385000;2023-02-13 18:04:28.740
EDS EL RIO;Activo;MAGDALENA;6;27000;2023-02-14 06:18:50.023
GALICIA;Activo;MAGDALENA;14;63000;2023-02-14 06:29:22.203
JARDIN;Activo;MAGDALENA;20;90000;2023-02-14 06:41:03.630
BOKOBA;Inactivo;ATLANTICO;9,25;41625;2023-02-14 07:09:56.283
ALCAZARES;Inactivo;MAGDALENA;1;4500;2023-02-14 07:10:09.377
MANZANARES;Activo;MAGDALENA;11;49500;2023-02-14 07:23:03.580
PANDO;Inactivo;MAGDALENA;1;4500;2023-02-14 07:40:06.300
CIUDADELA;Activo;MAGDALENA;2,5;11250;2023-02-14 07:52:48.583
UNIMAGDALENA;Activo;MAGDALENA;2;9000;2023-02-14 08:02:55.447
GAIRA;Inactivo;MAGDALENA;0;0;2023-02-14 08:23:03.527
MARIA AUXILIADORA;Activo;ATLANTICO;60,5;272250;2023-02-14 08:37:26.907
CIUDAD DEL SOL;Inactivo;MAGDALENA;0;0;2023-02-14 08:54:29.783
YUCAL;Activo;MAGDALENA;8;36000;2023-02-14 09:06:19.947
DON LEON;Activo;ATLANTICO;39;175500;2023-02-14 09:14:16.313
PESCAITO;Inactivo;MAGDALENA;6;27000;2023-02-14 09:23:05.560
FERROCARRIL;Activo;MAGDALENA;8,5;38250;2023-02-14 09:44:37.897
CRUZ;Activo;BOLIVAR;3,75;16875;2023-02-14 10:11:03.660
ALTOS PLAN PAREJO;Activo;BOLIVAR;42,25;190125;2023-02-14 10:22:48.153
3K;Activo;ATLANTICO;100,25;451125;2023-02-14 10:41:31.977
GRANJA;Activo;BOLIVAR;71,75;322875;2023-02-14 10:59:05.017
TURBACO;Activo;BOLIVAR;80,5;362250;2023-02-14 11:29:02.530
PLAN PAREJO;Inactivo;BOLIVAR;6;27000;2023-02-14 11:41:05.410
EL REY;Activo;ATLANTICO;49,5;222750;2023-02-14 12:04:27.870
PORVENIR;Activo;ATLANTICO;24,25;109125;2023-02-14 12:56:08.553
ZONA FRANCA CARTAGENA 2;Activo;BOLIVAR;99;445500;2023-02-14 13:07:25.437
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;7;31500;2023-02-14 13:09:28.350
ZONA FRANCA BARRANQUILLA 2;Activo;ATLANTICO;60;300000;2023-02-14 15:17:45.323
DON ROBERTO;Activo;ATLANTICO;77;346500;2023-02-14 16:40:51.310
ARJONA;Activo;BOLIVAR;14;63000;2023-02-14 16:47:49.913
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;21,5;96750;2023-02-14 17:02:36.960
PESCAITO;Inactivo;MAGDALENA;3;13500;2023-02-15 06:00:47.700
DELICIAS;Inactivo;MAGDALENA;7,5;33750;2023-02-15 06:09:40.307
JARDIN;Activo;MAGDALENA;28;126000;2023-02-15 06:19:58.813
FERROCARRIL;Activo;MAGDALENA;2;9000;2023-02-15 06:31:58.183
BOKOBA;Inactivo;ATLANTICO;6;27000;2023-02-15 07:05:09.380
ALCAZARES;Inactivo;MAGDALENA;3;13500;2023-02-15 07:32:43.447
EDS EL RIO;Activo;MAGDALENA;9;40500;2023-02-15 07:56:20.250
MARIA AUXILIADORA;Activo;ATLANTICO;39;175500;2023-02-15 08:07:59.337
GALICIA;Activo;MAGDALENA;14,5;65250;2023-02-15 08:08:22.343
DON LEON;Activo;ATLANTICO;46,75;210375;2023-02-15 09:11:54.713
MANZANARES;Activo;MAGDALENA;3;13500;2023-02-15 09:31:42.547
PORVENIR;Activo;ATLANTICO;20,5;92250;2023-02-15 09:40:20.217
PANDO;Inactivo;MAGDALENA;0,5;2250;2023-02-15 09:45:22.037
CIUDADELA;Activo;MAGDALENA;3;13500;2023-02-15 09:52:01.327
DON ROBERTO;Activo;ATLANTICO;45,25;203625;2023-02-15 09:56:47.747
GRANJA;Activo;BOLIVAR;82;369000;2023-02-15 10:13:16.993
YUCAL;Activo;MAGDALENA;12;54000;2023-02-15 10:57:19.090
PUERTO COLOMBIA;Activo;ATLANTICO;42,5;191250;2023-02-15 11:06:18.443
GAIRA;Inactivo;MAGDALENA;2;9000;2023-02-15 11:33:44.663
CIUDAD DEL SOL;Inactivo;MAGDALENA;0;0;2023-02-15 08:54:29.783
EL REY;Activo;ATLANTICO;29,75;133875;2023-02-15 12:41:05.857
3K;Activo;ATLANTICO;61,5;276750;2023-02-15 13:53:49.327
ALTOS PLAN PAREJO;Activo;BOLIVAR;39,25;176625;2023-02-15 14:22:10.083
PLAN PAREJO;Inactivo;BOLIVAR;8,5;38250;2023-02-15 14:28:38.677
MARBELLA;Activo;BOLIVAR;45,5;245700;2023-02-15 15:01:40.160
GRANJA 2;Activo;BOLIVAR;28;140000;2023-02-15 15:07:01.933
ZONA FRANCA BARRANQUILLA 2;Activo;ATLANTICO;63;315000;2023-02-15 15:38:13.820
CRUZ;Activo;BOLIVAR;6;27000;2023-02-15 15:39:01.520
UNIMAGDALENA;Activo;MAGDALENA;5,25;23625;2023-02-15 17:02:46.287
ZONA FRANCA CARTAGENA 2;Activo;BOLIVAR;100;450000;2023-02-15 17:08:18.653
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;38,5;173250;2023-02-15 17:10:10.973
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;18,75;84375;2023-02-15 18:54:18.297
ARJONA;Activo;BOLIVAR;17,5;78750;2023-02-15 19:03:53.823
PESCAITO;Inactivo;MAGDALENA;5;22500;2023-02-16 06:04:49.147
DELICIAS;Inactivo;MAGDALENA;0;0;2023-02-16 06:10:49.140
JARDIN;Activo;MAGDALENA;40,25;181125;2023-02-16 06:22:16.760
EDS EL RIO;Activo;MAGDALENA;8;36000;2023-02-16 06:34:20.223
MARIA AUXILIADORA;Activo;ATLANTICO;38,25;172125;2023-02-16 07:08:28.580
ALCAZARES;Inactivo;MAGDALENA;5;22500;2023-02-16 07:09:46.367
FERROCARRIL;Activo;MAGDALENA;4;18000;2023-02-16 07:22:17.720
ARJONA;Activo;BOLIVAR;2;9000;2023-02-16 07:25:48.267
GALICIA;Activo;MAGDALENA;12,5;56250;2023-02-16 07:39:07.073
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;5,5;24750;2023-02-16 07:41:35.787
DON LEON;Activo;ATLANTICO;55,5;249750;2023-02-16 08:15:47.503
PORVENIR;Activo;ATLANTICO;20;90000;2023-02-16 08:43:26.623
MANZANARES;Activo;MAGDALENA;3;13500;2023-02-16 09:11:22.620
DON ROBERTO;Activo;ATLANTICO;35,25;158625;2023-02-16 09:18:31.837
PANDO;Inactivo;MAGDALENA;1;4500;2023-02-16 09:20:11.800
CIUDADELA;Activo;MAGDALENA;4,5;20250;2023-02-16 09:25:27.877
YUCAL;Activo;MAGDALENA;2;9000;2023-02-16 09:53:06.157
GRANJA;Activo;BOLIVAR;65,5;294750;2023-02-16 09:59:24.807
CIUDAD DEL SOL;Inactivo;MAGDALENA;0;0;2023-02-16 10:15:29.780
PUERTO COLOMBIA;Activo;ATLANTICO;15,25;68625;2023-02-16 10:35:01.183
GAIRA;Inactivo;MAGDALENA;2;9000;2023-02-16 10:37:46.077
TURBACO;Activo;BOLIVAR;87,5;393750;2023-02-16 10:52:39.657
UNIMAGDALENA;Activo;MAGDALENA;5,5;24750;2023-02-16 10:55:23.323
ALTOS PLAN PAREJO;Activo;BOLIVAR;33,25;149625;2023-02-16 11:36:48.917
CRUZ;Activo;BOLIVAR;14;63000;2023-02-16 11:51:28.683
ZONA FRANCA BARRANQUILLA 2;Activo;ATLANTICO;19;95000;2023-02-16 12:33:16.940
EL REY;Activo;ATLANTICO;48,5;218250;2023-02-16 13:01:34.707
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;32;144000;2023-02-16 13:45:46.250
3K;Activo;ATLANTICO;67;301500;2023-02-16 14:33:30.063
ZONA FRANCA CARTAGENA 2;Activo;BOLIVAR;115;517500;2023-02-16 15:48:41.867
ALCAZARES;Inactivo;MAGDALENA;3;13500;2023-02-17 07:16:09.667
JARDIN;Activo;MAGDALENA;19;85500;2023-02-17 07:24:00.350
GALICIA;Activo;MAGDALENA;16;72000;2023-02-17 07:35:26.397
BOKOBA;Inactivo;ATLANTICO;22,25;100125;2023-02-17 07:54:05.270
EDS EL RIO;Activo;MAGDALENA;10;45000;2023-02-17 08:20:06.550
MARBELLA;Activo;BOLIVAR;16,25;87750;2023-02-17 08:25:17.630
MARIA AUXILIADORA;Activo;ATLANTICO;58,5;263250;2023-02-17 08:40:07.417
DELICIAS;Inactivo;MAGDALENA;2;9000;2023-02-17 08:40:28.660
PESCAITO;Inactivo;MAGDALENA;9;40500;2023-02-17 08:47:35.100
MANZANARES;Activo;MAGDALENA;1;4500;2023-02-17 09:10:28.120
FERROCARRIL;Activo;MAGDALENA;6,25;28125;2023-02-17 09:21:25.750
CIUDADELA;Activo;MAGDALENA;3;13500;2023-02-17 09:50:24.293
GRANJA;Activo;BOLIVAR;80,5;362250;2023-02-17 09:55:57.397
PANDO;Inactivo;MAGDALENA;0;0;2023-02-17 09:57:19.210
UNIMAGDALENA;Activo;MAGDALENA;3;13500;2023-02-17 10:05:50.860
3K;Activo;ATLANTICO;15,75;70875;2023-02-17 10:27:42.280
YUCAL;Activo;MAGDALENA;3;13500;2023-02-17 10:48:28.610
DON LEON;Activo;ATLANTICO;64;288000;2023-02-17 11:00:47.213
CIUDAD DEL SOL;Inactivo;MAGDALENA;0;0;2023-02-17 11:03:50.073
GAIRA;Inactivo;MAGDALENA;0;0;2023-02-17 11:23:39.670
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;14;63000;2023-02-17 11:33:36.650
PORVENIR;Activo;ATLANTICO;27;121500;2023-02-17 11:37:19.213
DON ROBERTO;Activo;ATLANTICO;55,5;249750;2023-02-17 11:53:03.900
ALTOS PLAN PAREJO;Activo;BOLIVAR;47,75;214875;2023-02-17 12:06:42.283
ZONA FRANCA CARTAGENA 2;Activo;BOLIVAR;50;225000;2023-02-17 12:19:59.643
TURBACO;Activo;BOLIVAR;44,75;201375;2023-02-17 12:23:36.553
EL REY;Activo;ATLANTICO;36,5;164250;2023-02-17 12:26:28.973
ZONA FRANCA BARRANQUILLA 2;Activo;ATLANTICO;54;270000;2023-02-17 12:51:58.823
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;24,75;111375;2023-02-17 16:49:38.683
ARJONA;Activo;BOLIVAR;31,75;142875;2023-02-17 17:01:37.270
ARJONA;Activo;BOLIVAR;12,75;57375;2023-02-19 07:29:18.620
EDS EL RIO;Activo;MAGDALENA;15;67500;2023-02-19 07:30:24.507
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;18,25;82125;2023-02-19 07:43:45.903
GALICIA;Activo;MAGDALENA;37;166500;2023-02-19 07:46:16.017
JARDIN;Activo;MAGDALENA;36,75;165375;2023-02-19 08:17:58.443
GRANJA;Activo;BOLIVAR;64,75;291375;2023-02-19 08:45:41.303
DELICIAS;Inactivo;MAGDALENA;2,5;11250;2023-02-19 08:47:06.103
PESCAITO;Inactivo;MAGDALENA;16,25;73125;2023-02-19 08:56:25.300
ALCAZARES;Inactivo;MAGDALENA;7,5;33750;2023-02-19 09:18:55.633
FERROCARRIL;Activo;MAGDALENA;13,5;60750;2023-02-19 09:51:59.847
ALTOS PLAN PAREJO;Activo;BOLIVAR;114,5;515250;2023-02-19 10:41:08.893
MANZANARES;Activo;MAGDALENA;5;22500;2023-02-19 10:41:31.597
CRUZ;Activo;BOLIVAR;21,75;97875;2023-02-19 10:48:29.670
PANDO;Inactivo;MAGDALENA;1,5;6750;2023-02-19 10:50:28.643
TURBACO;Activo;BOLIVAR;74,75;336375;2023-02-19 10:55:27.610
CIUDADELA;Activo;MAGDALENA;7,75;34875;2023-02-19 10:56:35.093
UNIMAGDALENA;Activo;MAGDALENA;7;31500;2023-02-19 11:02:38.007
YUCAL;Activo;MAGDALENA;12;54000;2023-02-19 11:21:28.073
CIUDAD DEL SOL;Inactivo;MAGDALENA;0;0;2023-02-19 11:34:16.970
GAIRA;Inactivo;MAGDALENA;11,75;52875;2023-02-19 11:49:30.780
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;34;153000;2023-02-19 14:00:41.050
ZONA FRANCA CARTAGENA 2;Activo;BOLIVAR;116;522000;2023-02-19 15:12:22.530
PESCAITO;Inactivo;MAGDALENA;3;13500;2023-02-20 06:01:25.977
DELICIAS;Inactivo;MAGDALENA;0,5;2250;2023-02-20 06:11:55.330
JARDIN;Activo;MAGDALENA;31,5;141750;2023-02-20 06:30:41.137
EDS EL RIO;Activo;MAGDALENA;11,5;51750;2023-02-20 06:41:04.817
BOKOBA;Inactivo;ATLANTICO;17;76500;2023-02-20 07:04:26.657
CIUDADELA;Activo;MAGDALENA;4;18000;2023-02-20 07:07:14.427
ARJONA;Activo;BOLIVAR;20,75;93375;2023-02-20 07:31:17.153
UNIMAGDALENA;Activo;MAGDALENA;8;36000;2023-02-20 07:39:36.310
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;19,25;86625;2023-02-20 07:41:16.223
MARIA AUXILIADORA;Activo;ATLANTICO;100,5;452250;2023-02-20 07:50:41.350
GALICIA;Activo;MAGDALENA;12,25;55125;2023-02-20 08:13:36.947
ALCAZARES;Inactivo;MAGDALENA;7;31500;2023-02-20 09:00:20.153
MANZANARES;Activo;MAGDALENA;7;31500;2023-02-20 09:18:00.037
GRANJA;Activo;BOLIVAR;77;346500;2023-02-20 09:32:57.290
DON ROBERTO;Activo;ATLANTICO;83,25;374625;2023-02-20 09:53:18.153
ALTOS PLAN PAREJO;Activo;BOLIVAR;47,5;213750;2023-02-20 09:54:09.050
PLAN PAREJO;Inactivo;BOLIVAR;16;72000;2023-02-20 10:01:44.347
FERROCARRIL;Activo;MAGDALENA;5;22500;2023-02-20 10:26:25.910
PORVENIR;Activo;ATLANTICO;61,75;277875;2023-02-20 10:43:50.873
YUCAL;Activo;MAGDALENA;1;4500;2023-02-20 11:02:40.147
TURBACO;Activo;BOLIVAR;39,25;176625;2023-02-20 11:06:32.597
CIUDAD DEL SOL;Inactivo;MAGDALENA;0;0;2023-02-20 11:18:05.213
EL REY;Activo;ATLANTICO;65,25;293625;2023-02-20 11:26:37.447
3K;Activo;ATLANTICO;59,75;268875;2023-02-20 12:04:36.547
MARBELLA;Activo;BOLIVAR;30,75;166050;2023-02-20 14:21:39.283
PUERTO COLOMBIA;Activo;ATLANTICO;72,5;326250;2023-02-20 15:05:44.490
GAIRA;Inactivo;MAGDALENA;1;4500;2023-02-20 15:38:36.227
DON LEON;Activo;ATLANTICO;33,5;150750;2023-02-20 16:36:05.390
ZONA FRANCA CARTAGENA 2;Activo;BOLIVAR;119;535500;2023-02-20 16:48:59.000
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;29;130500;2023-02-20 16:50:36.397
GALICIA;Activo;MAGDALENA;11,25;50625;2023-02-21 06:27:37.877
EDS EL RIO;Activo;MAGDALENA;19;85500;2023-02-21 06:33:51.570
CIUDADELA;Activo;MAGDALENA;4,5;20250;2023-02-21 06:59:08.780
ALCAZARES;Inactivo;MAGDALENA;3;13500;2023-02-21 07:07:48.597
BOKOBA;Inactivo;ATLANTICO;9;40500;2023-02-21 07:09:21.310
JARDIN;Activo;MAGDALENA;28;126000;2023-02-21 07:37:40.013
DELICIAS;Inactivo;MAGDALENA;2;9000;2023-02-21 07:47:17.130
PESCAITO;Inactivo;MAGDALENA;10;45000;2023-02-21 07:58:36.807
MARIA AUXILIADORA;Activo;ATLANTICO;6,75;30375;2023-02-21 08:06:08.170
UNIMAGDALENA;Activo;MAGDALENA;3;13500;2023-02-21 08:34:52.117
PLAN PAREJO;Inactivo;BOLIVAR;9;40500;2023-02-21 08:43:45.937
DON LEON;Activo;ATLANTICO;7,75;34875;2023-02-21 08:54:47.877
GRANJA;Activo;BOLIVAR;23,25;104625;2023-02-21 08:56:30.843
YUCAL;Activo;MAGDALENA;3;13500;2023-02-21 09:00:18.123
CIUDAD DEL SOL;Inactivo;MAGDALENA;0;0;2023-02-21 09:13:35.163
TURBACO;Activo;BOLIVAR;50;225000;2023-02-21 09:19:23.203
MANZANARES;Activo;MAGDALENA;4;18000;2023-02-21 09:33:17.393
3K;Activo;ATLANTICO;50,75;228375;2023-02-21 10:17:25.600
GAIRA;Inactivo;MAGDALENA;0;0;2023-02-21 10:48:07.683
FERROCARRIL;Activo;MAGDALENA;5,25;23625;2023-02-21 11:47:03.520
ALTOS PLAN PAREJO;Activo;BOLIVAR;57,25;257625;2023-02-21 12:14:45.033
EL REY;Activo;ATLANTICO;54,5;245250;2023-02-21 12:26:57.973
DON ROBERTO;Activo;ATLANTICO;62,25;280125;2023-02-21 13:42:49.620
PORVENIR;Activo;ATLANTICO;36,25;163125;2023-02-21 14:40:52.660
ZONA FRANCA CARTAGENA 2;Activo;BOLIVAR;99;445500;2023-02-21 14:48:05.933
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;14;63000;2023-02-21 14:49:20.707
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;9,75;43875;2023-02-21 16:35:36.453
ARJONA;Activo;BOLIVAR;37,75;169875;2023-02-21 16:51:37.757
BOKOBA;Inactivo;ATLANTICO;9,5;42750;2023-02-22 06:57:51.563
UNIMAGDALENA;Activo;MAGDALENA;5;22500;2023-02-22 07:18:10.493
MARIA AUXILIADORA;Activo;ATLANTICO;58,75;264375;2023-02-22 07:41:55.033
CIUDADELA;Activo;MAGDALENA;11,5;51750;2023-02-22 08:01:45.600
ALCAZARES;Inactivo;MAGDALENA;4;18000;2023-02-22 08:20:03.060
FERROCARRIL;Activo;MAGDALENA;4;18000;2023-02-22 08:33:03.000
MANZANARES;Activo;MAGDALENA;7;31500;2023-02-22 08:51:58.327
GRANJA 2;Activo;BOLIVAR;19;95000;2023-02-22 09:10:50.827
GRANJA;Activo;BOLIVAR;46,25;208125;2023-02-22 09:11:50.517
TURBACO;Activo;BOLIVAR;40;180000;2023-02-22 10:02:10.230
GALICIA;Activo;MAGDALENA;17,25;77625;2023-02-22 10:09:34.027
DON LEON;Activo;ATLANTICO;75,5;339750;2023-02-22 10:43:22.907
JARDIN;Activo;MAGDALENA;32,5;146250;2023-02-22 10:47:26.953
DELICIAS;Inactivo;MAGDALENA;1;4500;2023-02-22 11:12:42.340
PESCAITO;Inactivo;MAGDALENA;8;36000;2023-02-22 11:37:05.377
3K;Activo;ATLANTICO;74,75;336375;2023-02-22 11:42:21.230
EDS EL RIO;Activo;MAGDALENA;9;40500;2023-02-22 11:57:49.553
ALTOS PLAN PAREJO;Activo;BOLIVAR;49;220500;2023-02-22 13:39:53.647
PORVENIR;Activo;ATLANTICO;40,25;181125;2023-02-22 14:00:43.677
MARBELLA;Activo;BOLIVAR;16,25;87750;2023-02-22 14:03:27.167
PLAN PAREJO;Inactivo;BOLIVAR;21;94500;2023-02-22 14:14:57.730
DON ROBERTO;Activo;ATLANTICO;75,75;340875;2023-02-22 15:09:10.540
GAIRA;Inactivo;MAGDALENA;2;9000;2023-02-22 16:01:29.887
EL REY;Activo;ATLANTICO;49,25;221625;2023-02-22 16:03:26.927
CIUDAD DEL SOL;Inactivo;MAGDALENA;0;0;2023-02-22 16:15:57.673
YUCAL;Activo;MAGDALENA;7,25;32625;2023-02-22 16:23:28.723
ZONA FRANCA CARTAGENA 2;Activo;BOLIVAR;89;400500;2023-02-22 17:03:59.087
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;29;130500;2023-02-22 17:05:34.673
PUERTO COLOMBIA;Activo;ATLANTICO;47,5;213750;2023-02-22 17:35:23.333
ARJONA;Activo;BOLIVAR;12;54000;2023-02-22 17:53:51.020
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;15,25;68625;2023-02-22 18:00:13.737
ZONA FRANCA BARRANQUILLA 2;Activo;ATLANTICO;152;760000;2023-02-22 18:28:29.053
PESCAITO;Inactivo;MAGDALENA;3;13500;2023-02-23 06:05:09.643
DELICIAS;Inactivo;MAGDALENA;0;0;2023-02-23 06:09:25.340
GALICIA;Activo;MAGDALENA;17;76500;2023-02-23 07:22:44.867
MARIA AUXILIADORA;Activo;ATLANTICO;14;63000;2023-02-23 07:23:50.973
EDS EL RIO;Activo;MAGDALENA;1;4500;2023-02-23 07:38:15.463
ARJONA;Activo;BOLIVAR;2;9000;2023-02-23 07:50:34.000
JARDIN;Activo;MAGDALENA;18;81000;2023-02-23 07:57:05.910
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;2;9000;2023-02-23 08:09:55.113
ALCAZARES;Inactivo;MAGDALENA;2,75;12375;2023-02-23 08:22:02.523
DON LEON;Activo;ATLANTICO;38,5;173250;2023-02-23 08:39:50.097
FERROCARRIL;Activo;MAGDALENA;7,25;32625;2023-02-23 08:51:44.757
GRANJA;Activo;BOLIVAR;72,25;325125;2023-02-23 09:22:46.360
3K;Activo;ATLANTICO;51;229500;2023-02-23 09:57:20.347
UNIMAGDALENA;Activo;MAGDALENA;7;31500;2023-02-23 10:01:13.073
ALTOS PLAN PAREJO;Activo;BOLIVAR;33;148500;2023-02-23 10:01:57.290
PLAN PAREJO;Inactivo;BOLIVAR;16;72000;2023-02-23 10:10:37.603
PANDO;Inactivo;MAGDALENA;4;18000;2023-02-23 10:15:47.197
CIUDADELA;Activo;MAGDALENA;0,5;2250;2023-02-23 10:22:32.287
MANZANARES;Activo;MAGDALENA;6;27000;2023-02-23 10:37:01.313
TURBACO;Activo;BOLIVAR;42,75;192375;2023-02-23 11:02:52.890
EL REY;Activo;ATLANTICO;22,75;102375;2023-02-23 11:06:31.353
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;21;94500;2023-02-23 13:06:54.343
PUERTO COLOMBIA;Activo;ATLANTICO;12,25;55125;2023-02-23 13:53:02.867
YUCAL;Activo;MAGDALENA;2;9000;2023-02-23 13:55:45.990
ZONA FRANCA CARTAGENA 2;Activo;BOLIVAR;116;522000;2023-02-23 14:13:24.387
CIUDAD DEL SOL;Inactivo;MAGDALENA;0;0;2023-02-23 14:15:46.543
GAIRA;Inactivo;MAGDALENA;0;0;2023-02-23 15:02:39.650
DON ROBERTO;Activo;ATLANTICO;56,5;254250;2023-02-23 15:51:55.717
ZONA FRANCA BARRANQUILLA 2;Activo;ATLANTICO;55;275000;2023-02-23 16:01:53.277
PORVENIR;Activo;ATLANTICO;28;126000;2023-02-23 16:36:03.833
ALCAZARES;Inactivo;MAGDALENA;3;13500;2023-02-24 07:16:32.663
BOKOBA;Inactivo;ATLANTICO;10,25;46125;2023-02-24 07:18:18.080
FERROCARRIL;Activo;MAGDALENA;6;27000;2023-02-24 07:24:23.190
MARIA AUXILIADORA;Activo;ATLANTICO;63,5;285750;2023-02-24 08:07:35.627
MANZANARES;Activo;MAGDALENA;4;18000;2023-02-24 08:12:00.330
PESCAITO;Inactivo;MAGDALENA;13;58500;2023-02-24 08:34:17.093
DELICIAS;Inactivo;MAGDALENA;1;4500;2023-02-24 08:55:54.657
JARDIN;Activo;MAGDALENA;29,25;131625;2023-02-24 09:05:52.537
GALICIA;Activo;MAGDALENA;9,25;41625;2023-02-24 09:17:06.937
DON LEON;Activo;ATLANTICO;50,75;228375;2023-02-24 09:19:17.257
3K;Activo;ATLANTICO;47,75;214875;2023-02-24 09:59:37.067
EDS EL RIO;Activo;MAGDALENA;3;13500;2023-02-24 10:01:56.077
UNIMAGDALENA;Activo;MAGDALENA;4;18000;2023-02-24 10:56:03.347
CIUDADELA;Activo;MAGDALENA;4,5;20250;2023-02-24 11:15:53.827
EL REY;Activo;ATLANTICO;38;171000;2023-02-24 11:16:31.203
PANDO;Inactivo;MAGDALENA;0;0;2023-02-24 11:22:51.313
PLAN PAREJO;Inactivo;BOLIVAR;17;76500;2023-02-24 11:34:55.950
GAIRA;Inactivo;MAGDALENA;0;0;2023-02-24 11:37:52.817
ZONA FRANCA CARTAGENA 2;Activo;BOLIVAR;72;324000;2023-02-24 11:39:30.803
ZONA FRANCA CARTAGENA;Activo;BOLIVAR;15;67500;2023-02-24 11:41:09.643
GRANJA;Activo;BOLIVAR;79,5;357750;2023-02-24 11:42:28.820
PORVENIR;Activo;ATLANTICO;24,5;110250;2023-02-24 12:15:26.150
CRUZ;Activo;BOLIVAR;2,5;11250;2023-02-24 12:35:04.693
ALTOS PLAN PAREJO;Activo;BOLIVAR;52;234000;2023-02-24 12:46:16.863
DON ROBERTO;Activo;ATLANTICO;44;198000;2023-02-24 13:19:36.360
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;23,75;106875;2023-02-24 15:22:57.640
CIUDAD DEL SOL;Inactivo;MAGDALENA;0;0;2023-02-24 15:28:49.323
ARJONA;Activo;BOLIVAR;23;103500;2023-02-24 15:35:34.247
YUCAL;Activo;MAGDALENA;6;27000;2023-02-24 15:38:56.947
ZONA FRANCA BARRANQUILLA 2;Activo;ATLANTICO;47;235000;2023-02-24 16:16:15.610
PESCAITO;Inactivo;MAGDALENA;18;81000;2023-02-26 06:04:36.457
DELICIAS;Inactivo;MAGDALENA;3,25;14625;2023-02-26 06:13:03.400
JARDIN;Activo;MAGDALENA;61;274500;2023-02-26 06:23:54.420
EDS EL RIO;Activo;MAGDALENA;12;54000;2023-02-26 06:41:09.650
UNIMAGDALENA;Activo;MAGDALENA;13,75;61875;2023-02-26 07:00:34.373
YUCAL;Activo;MAGDALENA;0,25;1125;2023-02-26 07:35:38.327
ARJONA;Activo;BOLIVAR;14;63000;2023-02-26 07:50:35.260
GALICIA;Activo;MAGDALENA;32,25;145125;2023-02-26 08:02:56.827
EDS LAS MARIA ARJONA;Inactivo;BOLIVAR;37,25;167625;2023-02-26 08:06:15.500
FERROCARRIL;Activo;MAGDALENA;8,75;39375;2023-02-26 08:42:49.547
BOKOBA;Inactivo;ATLANTICO;20,5;92250;2023-02-26 09:18:48.903
MARIA AUXILIADORA;Activo;ATLANTICO;129,5;582750;2023-02-26 09:53:53.533
ALCAZARES;Inactivo;MAGDALENA;0;0;2023-02-26 10:02:10.503
ALTOS PLAN PAREJO;Activo;BOLIVAR;67,75;304875;2023-02-26 10:13:30.967
MANZANARES;Activo;MAGDALENA;6;27000;2023-02-26 10:17:30.313
GRANJA;Activo;BOLIVAR;115,5;519750;2023-02-26 10:29:24.303
CIUDADELA;Activo;MAGDALENA;18;81000;2023-02-26 10:50:23.857
PANDO;Inactivo;MAGDALENA;0,5;2250;2023-02-26 10:59:22.717
GAIRA;Inactivo;MAGDALENA;3;13500;2023-02-26 11:14:37.563
TURBACO;Activo;BOLIVAR;94;423000;2023-02-26 11:21:17.037
CRUZ;Activo;BOLIVAR;69,75;313875;2023-02-26 11:39:30.940
